apt_detail_id,apt_id,road_address,jibun_address,zip_code,code_sale_nm,code_heat_nm,total_household_cnt,total_building_cnt,highest_floor,use_approval_date,total_parking_cnt,builder_name,developer_name,manage_type,hallway_type,subway_time,subway_line,subway_station,educationfacility,geometry,created_at,updated_at,is_deleted
92,92,서울특별시 용산구 백범로 341,서울특별시 용산구 원효로1가 133-3 리첸시아용산,04315,분양,개별난방+기타,260,3,24,2010-04-29,394,금호건설,시디에스피에프브이원㈜,위탁관리,혼합식,,"1호선, 4호선, 6호선","남영역, 숙대입구역","초등학교(남정초,신광여초) 중학교(신광여중,선린중) 고등학교(신광여고,선린인터넷고) 대학교(숙명여대)",,,,f
93,93,서울특별시 용산구 원효로90길 11,서울특별시 용산구 원효로1가 41 용산더프라임,04315,분양,개별난방,559,3,37,2014-02-17,922,동아건설,앤모드하우스,위탁관리,혼합식,5~10분이내,"1호선, 4호선, 6호선",,,,,,f
94,94,서울특별시 용산구 효창원로15길 16,서울특별시 용산구 신창동 102 신창세방리버하이빌,04357,분양,개별난방,176,3,15,2005-04-11,126,세방건설,세방건설,위탁관리,계단식,10~15분이내,"1호선, 4호선, 5호선, 6호선",효창공원앞,"초등학교(남정, 용산) 고등학교(성심여고) 대학교(숙명여대)",,,,f
95,95,서울특별시 용산구 새창로8길 157,서울특별시 용산구 산천동 204 한강타운,04358,분양,개별난방,289,3,14,2001-02-22,162,한진건설(주),산천시민재건축조합,위탁관리,복도식,10~15분이내,"5호선, 6호선, 경의중앙선, 공항철도",,"초등학교(원효) 중학교(성심여중) 고등학교(성심여고,)",,,,f
96,96,서울특별시 용산구 효창원로 17,서울특별시 용산구 산천동 193 리버힐삼성아파트,04358,분양,개별난방,1102,14,20,2001-01-10,1080,삼성물산,삼성관련,위탁관리,혼합식,10~15분이내,"4호선, 5호선","신용산, 마포, 공덕","초등학교(원효, 마포) 중학교(성심여중) 고등학교()",,,,f
97,97,서울특별시 용산구 효창원로13길 7,서울특별시 용산구 산천동 194 산천리버힐제2,04358,임대,개별난방,363,2,20,2001-01-10,162,삼성물산,삼성물산,위탁관리,복도식,10~15분이내,"5호선, 6호선","마포, 공덕","초등학교(원효, 마포,) 고등학교(성심여고,)",,,,f
98,98,서울특별시 용산구 삼개로 58,서울특별시 용산구 청암동 64-1 sk청암대아파트,04359,분양,,27,1,1,2001-07-26,,"","",,,,,,,,,,f
99,99,서울특별시 용산구 삼개로 60,서울특별시 용산구 청암동 181 청암자이,04359,분양,개별난방,170,5,15,2005-08-18,512,부곡레저,GS건설,위탁관리,계단식,5~10분이내,5호선,마포,"초등학교(마포, 원효) 고등학교(성심여고,)",,,,f
100,100,서울특별시 용산구 원효로25길 14,서울특별시 용산구 원효로4가 109-4 풍전아파트,,분양,개별난방,138,4,6,1971-05-31,0,확인불가,확인불가,자치관리,계단식,,1호선,,,,,,f
101,101,서울특별시 용산구 원효로 66,서울특별시 용산구 원효로4가 118-16 원효산호,04365,분양,지역난방,554,6,12,1977-04-04,0,한양건설,한양,위탁관리,복도식,15~20분이내,"1호선, 5호선, 6호선","용산역, 마포, 효창공원앞",초등학교(원효) 고등학교(성심여고),,,,f
102,102,서울특별시 용산구 원효로 40,서울특별시 용산구 원효로4가 178 원효로강변삼성스위트,04365,분양,개별난방,300,3,22,1999-12-24,276,삼성중공업,삼성중공업,위탁관리,복도식,10~15분이내,"5호선, 6호선, 경의중앙선, 공항철도","마포, 효창공원앞",초등학교(원효) 중학교() 고등학교(성심여고),,,,f
103,103,서울특별시 용산구 효창원로 227,서울특별시 용산구 효창동 288 용산데시앙포레아파트,04311,혼합,개별난방,384,7,14,2022-03-28,458,태영건설,효창제6구역주택재개발정비사업조합,위탁관리,혼합식,10~15분이내,"1호선, 4호선, 6호선",,초등학교() 대학교(),,,,f
104,104,서울특별시 용산구 백범로 313,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,04317,혼합,개별난방,478,7,22,2019-04-29,521,롯데건설,효창5구역 주택재개발정비사업조합,위탁관리,계단식,5분이내,6호선,효창공원역,,,,,f
105,105,서울특별시 용산구 백범로 275,서울특별시 용산구 효창동 286 용산kcc스위첸,04318,분양,개별난방,199,3,18,2018-09-21,216,KCC건설,효창제4구역주택재개뱔정비조합,위탁관리,계단식,5분이내,"6호선, 경의중앙선",,초등학교(),,,,f
106,106,서울특별시 용산구 백범로 260,서울특별시 용산구 효창동 274 효창파크푸르지오,04355,분양,개별난방,307,7,24,2010-08-31,345,대우건설(주),효창제3구역 재개발조합,위탁관리,계단식,5분이내,"6호선, 경의중앙선",효창공원앞,초등학교(금양) 중학교(선린) 고등학교(선린인터넷) 대학교(숙명여자대학교),,,,f
107,108,서울특별시 용산구 새창로8길 7,서울특별시 용산구 도원동 25 도원삼성제2,04354,임대,개별난방,534,2,20,2001-08-03,251,삼성물산,삼성물산,위탁관리,복도식,10~15분이내,"1호선, 6호선",,,,,,f
108,109,서울특별시 용산구 새창로 70,서울특별시 용산구 도원동 23 도원삼성래미안,04354,분양,개별난방,1458,15,22,2001-08-03,1375,삼성,삼성,위탁관리,계단식,5~10분이내,"5호선, 6호선",효창공원,"초등학교(금양, 원효, 남정) 중학교(선린중) 고등학교(선린인터넷, 성심여고,) 대학교(숙명여대)",,,,f
109,110,서울특별시 용산구 효창원로 88,서울특별시 용산구 용문동 90 브라운스톤용산,04363,분양,개별난방,195,4,10,2011-07-05,224,이수건설(주),용문구역주택재개발조합,위탁관리,계단식,5~10분이내,6호선,,"초등학교(남정,금양) 중학교(성심여자) 고등학교(성심여자) 대학교(숙명여대)",,,,f
110,111,서울특별시 용산구 백범로 346,서울특별시 용산구 문배동 17-1 용산지오베르크,04368,분양,개별난방,72,1,15,2004-12-30,90,고려개발(주),(주)대안하우징,위탁관리,복도식,5~10분이내,6호선,,초등학교(),,,,f
111,112,서울특별시 용산구 백범로90길 90,서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워,04315,분양,개별난방,232,2,39,2015-03-27,289,(주) KCC 건설,(주)무궁화신탁,위탁관리,계단식,5~10분이내,"1호선, 4호선, 6호선",서울지하철공사,초등학교() 중학교(),,,,f
112,113,서울특별시 용산구 백범로90길 26,서울특별시 용산구 문배동 24-21 용산아크로타워,04369,분양,개별난방+기타,208,2,32,2007-01-22,384,고려개발,대림산업,위탁관리,혼합식,5~10분이내,"4호선, 6호선",,,,,,f
113,114,서울특별시 용산구 청파로 213,서울특별시 용산구 문배동 3-3 이안용산프리미어,04315,분양,개별난방,188,2,34,2007-07-24,312,(주)대우자동차판매,(주)효진테크,위탁관리,계단식,5~10분이내,"1호선, 4호선, 6호선, 경의중앙선","삼각지,효창공원","초등학교(남정초,용산초) 중학교(선린중,신광여중) 고등학교(선린인터넷고,신광여고) 대학교(숙명여대)",,,,f
114,115,서울특별시 용산구 백범로90다길 12,서울특별시 용산구 문배동 24-6 용산CJ나인파크,04369,분양,개별난방,280,2,32,2007-07-02,463,CJ건설,선진공간,위탁관리,복도식,5~10분이내,"4호선, 6호선","삼각지,효창공원","초등학교(남정초,용산초) 중학교(선린중,신광여중) 고등학교(선린인터넷고,신광여고) 대학교(숙명여대)",,,,f
115,116,서울특별시 용산구 원효로 216,서울특별시 용산구 신계동 48 용산e편한세상,04368,혼합,중앙난방,867,13,25,2011-04-01,1046,대림산업,대림산업,위탁관리,계단식,15~20분이내,"1호선, 4호선, 6호선, 경의중앙선",용산,"초등학교(남정,용산,신광,금양) 중학교(선린,신광여) 고등학교(용산공고,신광여,선린인터넷고) 대학교(숙명여대)",,,,f
116,117,서울특별시 용산구 한강대로 211,서울특별시 용산구 한강로1가 64 대우월드마크용산,04322,분양,개별난방,160,1,37,2007-10-15,307,(주)대우건설,(주)프리즘지앤시,위탁관리,복도식,5분이내,"4호선, 6호선",삼각지,초등학교(용산초등학교),,,,f
117,118,서울특별시 용산구 한강대로 205,서울특별시 용산구 한강로1가 50-1 용산파크자이,04322,분양,개별난방,310,3,34,2005-12-23,571,GS건설,모건아담스코리아,자치관리,계단식,5분이내,"4호선, 6호선",삼각지역,"초등학교(남정, 용산) 중학교(선린) 고등학교(선린인터넷, 성심여고) 대학교(숙명여대)",,,,f
118,119,서울특별시 용산구 한강대로43길 13,서울특별시 용산구 한강로2가 2-11 한강로대우아이빌,,분양,개별난방,110,1,15,2004-09-22,15,대우건설,프리즘산업개발,위탁관리,복도식,5분이내,"1호선, 4호선, 경의중앙선",,,,,,f
119,120,서울특별시 용산구 한강로2가 417 용산파크 이편한세상,서울특별시 용산구 한강로2가 417 용산파크 이편한세상,04375,분양,개별난방,146,2,28,2007-06-13,199,(주) 삼호,랜드마크 앤드 파트너,위탁관리,계단식,5분이내,4호선,,,,,,f
120,121,서울특별시 용산구 백범로99길 40,서울특별시 용산구 한강로2가 426 용산 베르디움 프렌즈,04375,임대,개별난방,1086,2,37,2021-03-05,687,(주)호반건설,(주)용산피에프브이,위탁관리,복도식,5분이내,"4호선, 6호선",,초등학교(용산초등학교),,,,f
121,122,서울특별시 용산구 한강대로30길 25,서울특별시 용산구 한강로2가 419- 아스테리움용산,04386,분양,,128,1,36,2012-12-14,777,동부건설,국제빌딩 주변제3구역조합,위탁관리,기타,5분이내,"1호선, 4호선",,,,,,f
122,123,서울특별시 용산구 한강대로 69,서울특별시 용산구 한강로2가 391 용산푸르지오써밋,04378,분양,개별난방,151,1,37,2017-08-01,332,대우건설(주),용산역전면제2구역도시환경정비사업조합,위탁관리,복도식,5분이내,"1호선, 4호선, 인천1호선, 경의중앙선, 경춘선, 서해선",서울메트로,,,,,f
123,124,서울특별시 용산구 한강대로 95,서울특별시 용산구 한강로2가 422 래미안용산아파트,04378,분양,중앙난방,195,2,40,2017-05-31,476,삼성물산,용산역전면제3구역도시환경정비사업조합,위탁관리,혼합식,5분이내,"1호선, 4호선, 경의중앙선",,,,,,f
124,125,서울특별시 용산구 한강대로43길 8,서울특별시 용산구 한강로2가 2-8 한강로벽산메가트리움,04376,분양,개별난방,248,2,33,2005-05-06,50,벽산건설,벽산건설,위탁관리,혼합식,5~10분이내,"1호선, 4호선, 6호선, 경춘선","신용산, 삼각지,용산역","초등학교(용산, 남정) 고등학교(용산공고)",,,,f
125,126,서울특별시 용산구 서빙고로 67,서울특별시 용산구 용산동5가 24 파크타워,04385,분양,지역난방,888,6,40,2009-05-15,2147,"삼성물산,현대건설",용산공원남측 도시확경정비사업조합,위탁관리,계단식,5분이내,"4호선, 경의중앙선, 경춘선",이촌,초등학교(신용산) 중학교(용강) 고등학교(중경),,,,f
126,127,서울특별시 용산구 한강대로 37,서울특별시 용산구 한강로3가 100 에피소드용산241,,임대,중앙난방,162,1,20,2024-02-26,,한신공영,한신공영,위탁관리,기타,5~10분이내,,,,,,,f
127,128,서울특별시 용산구 서빙고로 17,서울특별시 용산구 한강로3가 63-70 용산센트럴파크,04387,혼합,지역난방,1140,5,43,2020-08-20,2005,효성,국제빌딩 주변 제4구역 도시환경 정비사업조합,위탁관리,혼합식,5~10분이내,"1호선, 4호선, 경의중앙선",,,,,,f
128,129,서울특별시 용산구 한강대로10길 14,서울특별시 용산구 한강로3가 89 한강로쌍용스윗닷홈아파트,04389,분양,개별난방,98,2,13,2003-09-30,120,남광토건,남광토건,위탁관리,혼합식,5~10분이내,"1호선, 4호선, 경의중앙선",,,,,,f
129,130,서울특별시 용산구 서빙고로 35,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지,04385,분양,중앙난방,421,3,42,2007-08-21,1051,(주)대우건설,세계일보,위탁관리,혼합식,5~10분이내,"1호선, 4호선, 경의중앙선","신용산. 이촌, 용산",초등학교(한강초) 고등학교(용산공고),,,,f
130,131,서울특별시 용산구 이촌로29길 21-7,서울특별시 용산구 한강로3가 91 한강로우림필유,04380,분양,개별난방,144,4,12,2006-09-15,,우림,재건축조합,위탁관리,계단식,10~15분이내,,,,,,,f
131,132,서울특별시 용산구 서빙고로 31,서울특별시 용산구 한강로3가 63-387 시티파크2단지,04385,분양,중앙난방,208,2,33,2007-08-21,575,롯데건설,세계일보,위탁관리,기타,5~10분이내,"1호선, 4호선, 경의중앙선",신용산,초등학교(한강초) 고등학교(용산공고),,,,f
132,133,서울특별시 용산구 한강대로 26,서울특별시 용산구 한강로3가 65-230 한강트럼프월드3차,04389,분양,중앙난방,123,1,30,2004-04-28,352,대우건설,대우,위탁관리,혼합식,5~10분이내,4호선,신용산,"초등학교(한강, 용산) 고등학교(용산공고)",,,,f
133,134,서울특별시 용산구 이촌로14길 7,서울특별시 용산구 이촌동 434 동원베네스트 아파트,04374,분양,개별난방,103,2,14,2005-11-18,101,동원시스템즈,동원시스템즈,자치관리,계단식,15~20분이내,"1호선, 4호선",,,,,,f
134,135,서울특별시 용산구 이촌로 156,서울특별시 용산구 이촌동 302-86 빌라맨션아파트,04427,분양,,70,1,1,1974-04-04,,"","",,,,,,,,,,f
135,136,서울특별시 용산구 이촌로 300,서울특별시 용산구 이촌동 300-3 래미안첼리투스,04425,분양,지역난방,460,3,56,2015-07-30,1249,삼성물산,렉스주택재건축정비사업,위탁관리,계단식,10~15분이내,"1호선, 4호선, 경의중앙선",,초등학교() 중학교(),,,,f
136,137,서울특별시 용산구 이촌로 193,서울특별시 용산구 이촌동 399-1 동부이촌동우성,04421,분양,지역난방,243,2,20,1995-12-23,170,우성건설(주),공무원 조합,위탁관리,혼합식,5~10분이내,"4호선, 경의중앙선",이촌,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",,,,f
137,138,서울특별시 용산구 이촌로88길 15,서울특별시 용산구 이촌동 300-11 이촌왕궁,04425,분양,중앙난방,250,5,5,1974-12-23,0,삼익건설,삼익건설,자치관리,계단식,5~10분이내,4호선,,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",,,,f
